time,wind_speed_10m (km/h),wind_direction_10m (°)
2024-04-06T16:00,8.7,114
2024-04-06T17:00,7.1,114
2024-04-06T18:00,6.6,103
2024-04-06T19:00,5.8,83
2024-04-06T20:00,5.9,52
2024-04-06T21:00,4.6,18
2024-04-06T22:00,3.3,6
2024-04-06T23:00,3.4,18
2024-04-07T00:00,3.9,34
2024-04-07T01:00,3.6,37
2024-04-07T02:00,2.2,9
2024-04-07T03:00,1.8,360
2024-04-07T04:00,1.4,360
2024-04-07T05:00,4.0,10
2024-04-07T06:00,2.9,353
2024-04-07T07:00,3.3,347
2024-04-07T08:00,2.2,351
2024-04-07T09:00,2.6,34
2024-04-07T10:00,4.3,114
2024-04-07T11:00,5.6,117
2024-04-07T12:00,6.0,115
2024-04-07T13:00,6.8,122
2024-04-07T14:00,7.6,115
2024-04-07T15:00,7.4,113
2024-04-07T16:00,6.2,97
2024-04-07T17:00,5.4,98
2024-04-07T18:00,5.4,98
2024-04-07T19:00,3.6,90
2024-04-07T20:00,4.3,48
2024-04-07T21:00,4.2,20
2024-04-07T22:00,3.8,17
2024-04-07T23:00,1.5,346
2024-04-08T00:00,1.8,360
2024-04-08T01:00,4.4,9
2024-04-08T02:00,5.9,14
2024-04-08T03:00,5.6,27
2024-04-08T04:00,3.0,14
2024-04-08T05:00,2.9,7
2024-04-08T06:00,3.6,6
2024-04-08T07:00,3.3,354
2024-04-08T08:00,4.0,355
2024-04-08T09:00,4.3,355
2024-04-08T10:00,4.8,103
2024-04-08T11:00,6.3,114
2024-04-08T12:00,6.2,97
2024-04-08T13:00,7.0,102
2024-04-08T14:00,7.6,98
2024-04-08T15:00,7.2,93
2024-04-08T16:00,8.3,85
2024-04-08T17:00,7.3,81
2024-04-08T18:00,6.5,71
2024-04-08T19:00,2.5,45
2024-04-08T20:00,5.4,20
2024-04-08T21:00,2.5,360
2024-04-08T22:00,4.0,360
2024-04-08T23:00,5.0,360
2024-04-09T00:00,3.4,342
2024-04-09T01:00,4.7,360
2024-04-09T02:00,2.3,321
2024-04-09T03:00,6.7,36
2024-04-09T04:00,2.2,9
2024-04-09T05:00,4.4,351
2024-04-09T06:00,15.0,333
2024-04-09T07:00,16.9,336
2024-04-09T08:00,7.9,357
2024-04-09T09:00,9.4,358
2024-04-09T10:00,5.1,315
2024-04-09T11:00,5.8,120
2024-04-09T12:00,0.8,117
2024-04-09T13:00,3.1,225
2024-04-09T14:00,7.3,213
2024-04-09T15:00,12.1,197
2024-04-09T16:00,15.1,208
2024-04-09T17:00,10.9,189
2024-04-09T18:00,9.0,185
2024-04-09T19:00,5.1,188
2024-04-09T20:00,2.9,240
2024-04-09T21:00,3.1,21
2024-04-09T22:00,5.8,22
2024-04-09T23:00,8.4,20
2024-04-10T00:00,4.1,345
2024-04-10T01:00,4.9,343
2024-04-10T02:00,5.1,356
2024-04-10T03:00,7.9,330
2024-04-10T04:00,4.6,315
2024-04-10T05:00,6.4,317
2024-04-10T06:00,6.4,333
2024-04-10T07:00,6.5,341
2024-04-10T08:00,8.3,342
2024-04-10T09:00,9.0,360
2024-04-10T10:00,3.9,56
2024-04-10T11:00,6.8,122
2024-04-10T12:00,4.8,138
2024-04-10T13:00,11.8,153
2024-04-10T14:00,10.1,153
2024-04-10T15:00,13.7,153
2024-04-10T16:00,18.3,195
2024-04-10T17:00,13.2,209
2024-04-10T18:00,7.6,245
2024-04-10T19:00,3.5,156
2024-04-10T20:00,2.7,23
2024-04-10T21:00,4.9,36
2024-04-10T22:00,2.2,90
2024-04-10T23:00,5.0,150
2024-04-11T00:00,7.4,321
2024-04-11T01:00,8.1,347
2024-04-11T02:00,7.4,346
2024-04-11T03:00,13.0,346
2024-04-11T04:00,12.7,353
2024-04-11T05:00,11.9,3
2024-04-11T06:00,8.7,353
2024-04-11T07:00,7.4,337
2024-04-11T08:00,5.0,339
2024-04-11T09:00,4.4,325
2024-04-11T10:00,4.5,284
2024-04-11T11:00,4.6,252
2024-04-11T12:00,4.6,225
2024-04-11T13:00,9.0,196
2024-04-11T14:00,9.4,184
2024-04-11T15:00,7.3,191
2024-04-11T16:00,7.2,180
2024-04-11T17:00,7.9,196
2024-04-11T18:00,7.6,205
2024-04-11T19:00,3.3,221
2024-04-11T20:00,3.7,281
2024-04-11T21:00,5.6,333
2024-04-11T22:00,3.4,342
2024-04-11T23:00,4.6,342
2024-04-12T00:00,6.7,344
2024-04-12T01:00,9.7,345
2024-04-12T02:00,12.0,344
2024-04-12T03:00,15.3,345
2024-04-12T04:00,15.0,343
2024-04-12T05:00,15.3,345
2024-04-12T06:00,14.3,350
2024-04-12T07:00,12.8,350
2024-04-12T08:00,11.6,353
2024-04-12T09:00,8.3,2
2024-04-12T10:00,2.9,60
2024-04-12T11:00,4.6,162
2024-04-12T12:00,7.3,169
2024-04-12T13:00,6.8,162
2024-04-12T14:00,6.4,153
2024-04-12T15:00,6.6,189
2024-04-12T16:00,6.9,186
2024-04-12T17:00,6.5,183
2024-04-12T18:00,5.1,188
2024-04-12T19:00,1.1,108
2024-04-12T20:00,4.0,355
2024-04-12T21:00,5.2,335
2024-04-12T22:00,5.2,335
2024-04-12T23:00,7.8,347
2024-04-13T00:00,9.2,349
2024-04-13T01:00,12.1,348
2024-04-13T02:00,14.1,345
2024-04-13T03:00,13.8,340
2024-04-13T04:00,14.8,342
2024-04-13T05:00,13.9,343
2024-04-13T06:00,13.8,345
2024-04-13T07:00,13.4,346
2024-04-13T08:00,12.9,347
2024-04-13T09:00,10.5,352
2024-04-13T10:00,2.8,50
2024-04-13T11:00,6.4,128
2024-04-13T12:00,6.8,122
2024-04-13T13:00,6.3,121
2024-04-13T14:00,5.9,128
2024-04-13T15:00,5.6,130
2024-04-13T16:00,4.7,148
2024-04-13T17:00,3.7,151
2024-04-13T18:00,2.1,121
2024-04-13T19:00,1.1,72
2024-04-13T20:00,3.1,339
2024-04-13T21:00,4.6,315
2024-04-13T22:00,4.7,328
2024-04-13T23:00,5.5,337
2024-04-14T00:00,3.8,343
2024-04-14T01:00,5.9,346
2024-04-14T02:00,8.1,347
2024-04-14T03:00,10.7,346
2024-04-14T04:00,12.6,347
2024-04-14T05:00,12.9,347
2024-04-14T06:00,11.8,348
2024-04-14T07:00,10.3,348
2024-04-14T08:00,9.2,349
2024-04-14T09:00,6.6,9
2024-04-14T10:00,4.9,107
2024-04-14T11:00,7.2,127
2024-04-14T12:00,6.7,126
2024-04-14T13:00,6.4,117
2024-04-14T14:00,7.3,123
2024-04-14T15:00,6.6,131
2024-04-14T16:00,5.7,125
2024-04-14T17:00,4.5,119
2024-04-14T18:00,4.0,117
2024-04-14T19:00,4.7,122
2024-04-14T20:00,2.4,63
2024-04-14T21:00,7.3,20
2024-04-14T22:00,4.5,14
2024-04-14T23:00,2.2,9
2024-04-15T00:00,1.9,338
2024-04-15T01:00,3.6,354
2024-04-15T02:00,1.4,360
2024-04-15T03:00,3.6,6
2024-04-15T04:00,4.3,5
2024-04-15T05:00,3.0,14
2024-04-15T06:00,4.6,18
2024-04-15T07:00,4.0,10
2024-04-15T08:00,3.9,22
2024-04-15T09:00,4.2,70
2024-04-15T10:00,6.3,114
2024-04-15T11:00,6.6,158
2024-04-15T12:00,13.4,200
2024-04-15T13:00,17.2,206
2024-04-15T14:00,13.0,194
2024-04-15T15:00,6.5,161
2024-04-15T16:00,6.0,115
2024-04-15T17:00,11.8,59
2024-04-15T18:00,11.2,75
2024-04-15T19:00,3.5,66
2024-04-15T20:00,7.2,243
2024-04-15T21:00,11.8,247
2024-04-15T22:00,8.9,249
2024-04-15T23:00,9.6,257
2024-04-16T00:00,9.1,252
2024-04-16T01:00,9.3,254
2024-04-16T02:00,6.8,267
2024-04-16T03:00,6.0,295
2024-04-16T04:00,6.9,279
2024-04-16T05:00,8.8,258
2024-04-16T06:00,8.9,230
2024-04-16T07:00,6.5,236
2024-04-16T08:00,5.1,225
2024-04-16T09:00,7.6,185
2024-04-16T10:00,8.6,195
2024-04-16T11:00,9.7,178
2024-04-16T12:00,11.9,151
2024-04-16T13:00,17.8,122
2024-04-16T14:00,22.0,101
2024-04-16T15:00,16.5,101
2024-04-16T16:00,23.8,92
2024-04-16T17:00,12.6,110
2024-04-16T18:00,5.1,129
2024-04-16T19:00,6.8,162
2024-04-16T20:00,9.0,106
2024-04-16T21:00,6.1,40
2024-04-16T22:00,6.7,344
2024-04-16T23:00,6.6,319
2024-04-17T00:00,4.1,315
2024-04-17T01:00,7.6,341
2024-04-17T02:00,11.9,346
2024-04-17T03:00,13.3,341
2024-04-17T04:00,13.6,343
2024-04-17T05:00,13.6,338
2024-04-17T06:00,14.5,341
2024-04-17T07:00,15.4,344
2024-04-17T08:00,14.0,342
2024-04-17T09:00,9.4,342
2024-04-17T10:00,1.3,326
2024-04-17T11:00,6.9,171
2024-04-17T12:00,10.9,163
2024-04-17T13:00,14.6,164
2024-04-17T14:00,19.8,178
2024-04-17T15:00,15.6,172
2024-04-17T16:00,13.0,136
2024-04-17T17:00,17.0,86
2024-04-17T18:00,16.3,68
2024-04-17T19:00,13.2,55
2024-04-17T20:00,10.2,39
2024-04-17T21:00,6.8,357
2024-04-17T22:00,8.5,348
2024-04-17T23:00,9.9,341
2024-04-18T00:00,12.8,338
2024-04-18T01:00,14.0,342
2024-04-18T02:00,14.8,342
2024-04-18T03:00,14.8,334
2024-04-18T04:00,12.2,341
2024-04-18T05:00,10.9,352
2024-04-18T06:00,11.0,349
2024-04-18T07:00,15.2,346
2024-04-18T08:00,14.8,346
2024-04-18T09:00,11.9,346
2024-04-18T10:00,8.9,339
2024-04-18T11:00,3.6,84
2024-04-18T12:00,15.1,87
2024-04-18T13:00,9.3,13
2024-04-18T14:00,12.8,50
2024-04-18T15:00,2.3,219
2024-04-18T16:00,15.6,165
2024-04-18T17:00,3.1,111
2024-04-18T18:00,16.4,289
2024-04-18T19:00,6.9,313
2024-04-18T20:00,4.0,260
2024-04-18T21:00,4.8,297
2024-04-18T22:00,4.7,328
2024-04-18T23:00,4.0,350
2024-04-19T00:00,5.7,342
2024-04-19T01:00,5.0,339
2024-04-19T02:00,5.8,338
2024-04-19T03:00,8.0,350
2024-04-19T04:00,9.3,347
2024-04-19T05:00,13.1,352
2024-04-19T06:00,15.7,349
2024-04-19T07:00,15.3,341
2024-04-19T08:00,12.6,336
2024-04-19T09:00,7.1,345
2024-04-19T10:00,4.5,209
2024-04-19T11:00,9.8,197
2024-04-19T12:00,13.8,187
2024-04-19T13:00,16.7,194
2024-04-19T14:00,18.3,195
2024-04-19T15:00,18.2,189
2024-04-19T16:00,11.7,198
2024-04-19T17:00,6.3,193
2024-04-19T18:00,5.7,55
2024-04-19T19:00,13.9,37
2024-04-19T20:00,5.0,360
2024-04-19T21:00,4.4,325
2024-04-19T22:00,2.6,344
2024-04-19T23:00,5.4,356
2024-04-20T00:00,7.6,5
2024-04-20T01:00,7.3,11
2024-04-20T02:00,7.2,357
2024-04-20T03:00,9.3,28
2024-04-20T04:00,5.0,21
2024-04-20T05:00,5.4,323
2024-04-20T06:00,4.2,329
2024-04-20T07:00,4.0,333
2024-04-20T08:00,6.6,347
2024-04-20T09:00,6.8,357
2024-04-20T10:00,2.1,59
2024-04-20T11:00,9.8,156
2024-04-20T12:00,12.3,175
2024-04-20T13:00,13.0,199
2024-04-20T14:00,16.2,201
2024-04-20T15:00,10.5,112
2024-04-20T16:00,14.2,21
2024-04-20T17:00,13.7,342
2024-04-20T18:00,11.2,327
2024-04-20T19:00,7.2,333
2024-04-20T20:00,6.2,21
2024-04-20T21:00,5.9,14
2024-04-20T22:00,6.8,357
2024-04-20T23:00,7.9,344
2024-04-21T00:00,6.6,347
2024-04-21T01:00,8.6,345
2024-04-21T02:00,11.7,349
2024-04-21T03:00,13.2,349
2024-04-21T04:00,14.1,347
2024-04-21T05:00,13.6,343
2024-04-21T06:00,12.9,342
2024-04-21T07:00,11.1,347
2024-04-21T08:00,8.4,350
2024-04-21T09:00,1.3,34
2024-04-21T10:00,8.2,165
2024-04-21T11:00,13.3,178
2024-04-21T12:00,20.8,198
2024-04-21T13:00,27.9,195
2024-04-21T14:00,26.8,195
2024-04-21T15:00,26.9,196
2024-04-21T16:00,22.9,208
2024-04-21T17:00,20.4,212
2024-04-21T18:00,16.4,209
2024-04-21T19:00,6.3,193
2024-04-21T20:00,8.1,69
2024-04-21T21:00,21.9,48
2024-04-21T22:00,14.6,38
2024-04-21T23:00,23.8,72
2024-04-22T00:00,13.4,66
2024-04-22T01:00,9.0,53
2024-04-22T02:00,7.4,43
2024-04-22T03:00,9.7,63
2024-04-22T04:00,5.4,266
2024-04-22T05:00,5.8,263
2024-04-22T06:00,3.1,324
2024-04-22T07:00,7.6,360
2024-04-22T08:00,8.0,352
2024-04-22T09:00,8.4,329
2024-04-22T10:00,12.8,350
2024-04-22T11:00,10.4,358
2024-04-22T12:00,5.0,339
2024-04-22T13:00,3.3,347
2024-04-22T14:00,7.9,164
2024-04-22T15:00,16.7,199
2024-04-22T16:00,7.3,213
2024-04-22T17:00,10.6,204
2024-04-22T18:00,4.7,356
2024-04-22T19:00,4.4,171
2024-04-22T20:00,5.0,330
2024-04-22T21:00,1.8,191
2024-04-22T22:00,3.3,221
2024-04-22T23:00,3.0,256
2024-04-23T00:00,3.6,270
2024-04-23T01:00,3.6,270
2024-04-23T02:00,4.0,265
2024-04-23T03:00,5.8,330
2024-04-23T04:00,7.4,346
2024-04-23T05:00,7.9,357
2024-04-23T06:00,6.5,354
2024-04-23T07:00,5.2,348
2024-04-23T08:00,5.7,342
2024-04-23T09:00,2.3,342
2024-04-23T10:00,4.0,170
2024-04-23T11:00,7.1,150
2024-04-23T12:00,7.2,174
2024-04-23T13:00,11.4,156
2024-04-23T14:00,4.4,125
2024-04-23T15:00,13.2,191
2024-04-23T16:00,11.5,194
2024-04-23T17:00,7.3,189
2024-04-23T18:00,1.3,304
2024-04-23T19:00,2.9,187
2024-04-23T20:00,3.4,148
2024-04-23T21:00,1.5,76
2024-04-23T22:00,4.3,90
2024-04-23T23:00,4.4,35
2024-04-24T00:00,4.3,5
2024-04-24T01:00,5.4,352
2024-04-24T02:00,5.6,345
2024-04-24T03:00,6.6,347
2024-04-24T04:00,8.9,346
2024-04-24T05:00,9.3,344
2024-04-24T06:00,9.4,337
2024-04-24T07:00,8.7,343
2024-04-24T08:00,7.8,347
2024-04-24T09:00,4.5,14
2024-04-24T10:00,4.2,149
2024-04-24T11:00,6.3,167
2024-04-24T12:00,9.0,178
2024-04-24T13:00,10.5,176
2024-04-24T14:00,10.5,174
2024-04-24T15:00,18.4,180
2024-04-24T16:00,18.8,173
2024-04-24T17:00,13.9,170
2024-04-24T18:00,9.2,149
2024-04-24T19:00,6.3,114
2024-04-24T20:00,3.6,37
2024-04-24T21:00,5.8,4
2024-04-24T22:00,5.2,344
2024-04-24T23:00,7.0,348
2024-04-25T00:00,7.1,345
2024-04-25T01:00,8.2,345
2024-04-25T02:00,9.2,349
2024-04-25T03:00,11.1,347
2024-04-25T04:00,12.3,339
2024-04-25T05:00,11.3,329
2024-04-25T06:00,10.4,340
2024-04-25T07:00,8.6,338
2024-04-25T08:00,7.2,342
2024-04-25T09:00,4.7,328
2024-04-25T10:00,4.8,138
2024-04-25T11:00,11.8,113
2024-04-25T12:00,14.6,99
2024-04-25T13:00,14.1,94
2024-04-25T14:00,11.7,108
2024-04-25T15:00,10.1,107
2024-04-25T16:00,7.7,118
2024-04-25T17:00,6.6,139
2024-04-25T18:00,6.1,130
2024-04-25T19:00,4.9,126
2024-04-25T20:00,0.7,180
2024-04-25T21:00,2.4,333
2024-04-25T22:00,4.3,355
2024-04-25T23:00,4.0,350
2024-04-26T00:00,4.2,340
2024-04-26T01:00,4.0,350
2024-04-26T02:00,6.6,351
2024-04-26T03:00,7.7,349
2024-04-26T04:00,8.4,350
2024-04-26T05:00,8.3,355
2024-04-26T06:00,7.6,355
2024-04-26T07:00,8.0,5
2024-04-26T08:00,9.8,6
2024-04-26T09:00,8.1,69
2024-04-26T10:00,10.4,88
2024-04-26T11:00,13.2,116
2024-04-26T12:00,9.2,116
2024-04-26T13:00,4.0,95
2024-04-26T14:00,4.9,73
2024-04-26T15:00,2.6,106
2024-04-26T16:00,5.6,45
2024-04-26T17:00,9.3,28
2024-04-26T18:00,10.4,34
2024-04-26T19:00,7.2,27
2024-04-26T20:00,5.6,27
2024-04-26T21:00,4.4,35
2024-04-26T22:00,3.9,34
2024-04-26T23:00,4.7,23
2024-04-27T00:00,5.4,4
2024-04-27T01:00,7.2,357
2024-04-27T02:00,5.8,353
2024-04-27T03:00,7.6,357
2024-04-27T04:00,5.8,353
2024-04-27T05:00,6.3,347
2024-04-27T06:00,6.8,342
2024-04-27T07:00,7.9,344
2024-04-27T08:00,8.7,353
2024-04-27T09:00,9.7,48
2024-04-27T10:00,13.0,76
2024-04-27T11:00,22.1,96
2024-04-27T12:00,25.1,98
2024-04-27T13:00,25.8,98
2024-04-27T14:00,26.7,95
2024-04-27T15:00,27.3,99
2024-04-27T16:00,27.1,95
2024-04-27T17:00,24.1,90
2024-04-27T18:00,22.8,85
2024-04-27T19:00,19.0,75
2024-04-27T20:00,17.1,68
2024-04-27T21:00,11.9,55
2024-04-27T22:00,13.3,57
2024-04-27T23:00,11.2,45
2024-04-28T00:00,7.5,35
2024-04-28T01:00,9.8,17
2024-04-28T02:00,12.3,5
2024-04-28T03:00,6.2,10
2024-04-28T04:00,6.8,357
2024-04-28T05:00,10.7,340
2024-04-28T06:00,9.4,342
2024-04-28T07:00,9.2,339
2024-04-28T08:00,10.8,345
2024-04-28T09:00,7.6,355
2024-04-28T10:00,6.1,360
2024-04-28T11:00,6.6,81
2024-04-28T12:00,15.2,95
2024-04-28T13:00,21.7,96
2024-04-28T14:00,19.8,90
2024-04-28T15:00,16.2,90
2024-04-28T16:00,17.0,95
2024-04-28T17:00,18.7,101
2024-04-28T18:00,17.0,94
2024-04-28T19:00,17.0,86
2024-04-28T20:00,11.7,72
2024-04-28T21:00,7.1,45
2024-04-28T22:00,4.7,23
2024-04-28T23:00,8.0,352
2024-04-29T00:00,10.8,356
2024-04-29T01:00,12.4,352
2024-04-29T02:00,14.6,344
2024-04-29T03:00,18.0,340
2024-04-29T04:00,18.1,337
2024-04-29T05:00,17.3,337
2024-04-29T06:00,16.1,336
2024-04-29T07:00,14.7,338
2024-04-29T08:00,14.9,345
2024-04-29T09:00,13.4,346
2024-04-29T10:00,8.0,350
2024-04-29T11:00,12.1,78
2024-04-29T12:00,18.5,82
2024-04-29T13:00,21.6,88
2024-04-29T14:00,21.3,96
2024-04-29T15:00,19.6,84
2024-04-29T16:00,19.1,79
2024-04-29T17:00,23.1,75
2024-04-29T18:00,18.9,69
2024-04-29T19:00,18.6,72
2024-04-29T20:00,15.8,63
2024-04-29T21:00,15.1,40
2024-04-29T22:00,17.3,17
2024-04-29T23:00,18.8,4
2024-04-30T00:00,17.3,5
2024-04-30T01:00,16.2,357
2024-04-30T02:00,15.1,357
2024-04-30T03:00,17.3,1
2024-04-30T04:00,15.2,355
2024-04-30T05:00,16.1,350
2024-04-30T06:00,18.9,346
2024-04-30T07:00,18.6,350
2024-04-30T08:00,16.7,354
2024-04-30T09:00,13.8,7
2024-04-30T10:00,13.9,59
2024-04-30T11:00,24.5,87
2024-04-30T12:00,24.5,91
2024-04-30T13:00,24.5,92
2024-04-30T14:00,25.6,90
2024-04-30T15:00,24.5,93
2024-04-30T16:00,25.7,95
2024-04-30T17:00,24.5,91
2024-04-30T18:00,23.2,84
2024-04-30T19:00,22.0,80
2024-04-30T20:00,20.5,56
2024-04-30T21:00,15.9,39
2024-04-30T22:00,11.4,13
2024-04-30T23:00,22.4,44
2024-05-01T00:00,24.6,39
2024-05-01T01:00,20.7,31
2024-05-01T02:00,15.8,12
2024-05-01T03:00,6.2,21
2024-05-01T04:00,5.2,74
2024-05-01T05:00,9.3,28
2024-05-01T06:00,14.1,75
2024-05-01T07:00,18.4,89
2024-05-01T08:00,12.3,95
2024-05-01T09:00,10.4,340
2024-05-01T10:00,8.9,40
2024-05-01T11:00,12.8,106
2024-05-01T12:00,20.3,78
2024-05-01T13:00,24.7,82
2024-05-01T14:00,21.8,82
2024-05-01T15:00,20.6,94
2024-05-01T16:00,15.7,101
2024-05-01T17:00,18.1,96
2024-05-01T18:00,19.8,92
2024-05-01T19:00,20.6,106
2024-05-01T20:00,14.9,98
2024-05-01T21:00,11.2,90
2024-05-01T22:00,8.4,83
2024-05-01T23:00,7.2,93
2024-05-02T00:00,5.1,86
2024-05-02T01:00,1.8,127
2024-05-02T02:00,1.3,34
2024-05-02T03:00,11.0,229
2024-05-02T04:00,10.7,225
2024-05-02T05:00,10.3,216
2024-05-02T06:00,5.0,210
2024-05-02T07:00,1.5,166
2024-05-02T08:00,4.9,163
2024-05-02T09:00,9.0,209
2024-05-02T10:00,11.3,211
2024-05-02T11:00,11.9,209
2024-05-02T12:00,14.1,193
2024-05-02T13:00,14.5,207
2024-05-02T14:00,14.7,211
2024-05-02T15:00,18.1,185
2024-05-02T16:00,14.8,209
2024-05-02T17:00,5.4,184
2024-05-02T18:00,7.3,9
2024-05-02T19:00,9.4,23
2024-05-02T20:00,3.9,112
2024-05-02T21:00,2.7,157
2024-05-02T22:00,3.0,194
2024-05-02T23:00,4.7,360
2024-05-03T00:00,5.4,340
2024-05-03T01:00,5.0,330
2024-05-03T02:00,5.5,337
2024-05-03T03:00,4.4,325
2024-05-03T04:00,4.3,312
2024-05-03T05:00,4.4,325
2024-05-03T06:00,5.9,349
2024-05-03T07:00,6.9,351
2024-05-03T08:00,7.7,349
2024-05-03T09:00,4.1,45
2024-05-03T10:00,6.1,135
2024-05-03T11:00,8.1,148
2024-05-03T12:00,9.2,149
2024-05-03T13:00,8.4,155
2024-05-03T14:00,5.6,140
2024-05-03T15:00,8.1,111
2024-05-03T16:00,5.9,133
2024-05-03T17:00,6.2,111
2024-05-03T18:00,9.4,90
2024-05-03T19:00,11.7,99
2024-05-03T20:00,12.2,90
2024-05-03T21:00,9.7,75
2024-05-03T22:00,10.5,82
2024-05-03T23:00,12.0,81
2024-05-04T00:00,9.6,70
2024-05-04T01:00,6.6,99
2024-05-04T02:00,2.5,8
2024-05-04T03:00,3.9,338
2024-05-04T04:00,3.4,328
2024-05-04T05:00,3.4,328
2024-05-04T06:00,5.4,352
2024-05-04T07:00,8.3,358
2024-05-04T08:00,5.1,315
2024-05-04T09:00,1.8,270
2024-05-04T10:00,2.3,162
2024-05-04T11:00,4.8,167
2024-05-04T12:00,6.9,152
2024-05-04T13:00,8.5,152
2024-05-04T14:00,6.0,155
2024-05-04T15:00,7.7,139
2024-05-04T16:00,6.3,149
2024-05-04T17:00,7.0,168
2024-05-04T18:00,5.4,143
2024-05-04T19:00,3.6,143
2024-05-04T20:00,3.3,167
2024-05-04T21:00,1.8,233
2024-05-04T22:00,4.0,5
2024-05-04T23:00,2.9,360
2024-05-05T00:00,1.9,338
2024-05-05T01:00,2.5,315
2024-05-05T02:00,1.3,326
2024-05-05T03:00,2.1,301
2024-05-05T04:00,1.0,315
2024-05-05T05:00,1.0,315
2024-05-05T06:00,2.6,344
2024-05-05T07:00,1.1,342
2024-05-05T08:00,1.5,14
2024-05-05T09:00,5.8,97
2024-05-05T10:00,6.6,99
2024-05-05T11:00,6.6,112
2024-05-05T12:00,7.4,137
2024-05-05T13:00,8.4,133
2024-05-05T14:00,8.7,132
2024-05-05T15:00,8.0,117
2024-05-05T16:00,8.7,120
2024-05-05T17:00,7.5,125
2024-05-05T18:00,6.4,128
2024-05-05T19:00,4.5,119
2024-05-05T20:00,2.9,97
2024-05-05T21:00,5.0,69
2024-05-05T22:00,3.1,36
2024-05-05T23:00,3.3,13
2024-05-06T00:00,4.7,9
2024-05-06T01:00,3.3,6
2024-05-06T02:00,3.6,360
2024-05-06T03:00,4.0,350
2024-05-06T04:00,4.7,351
2024-05-06T05:00,4.5,346
2024-05-06T06:00,4.7,360
2024-05-06T07:00,4.3,355
2024-05-06T08:00,6.9,6
2024-05-06T09:00,7.4,14
2024-05-06T10:00,3.6,45
2024-05-06T11:00,4.5,166
2024-05-06T12:00,4.1,308
2024-05-06T13:00,9.0,331
2024-05-06T14:00,9.2,329
2024-05-06T15:00,3.3,96
2024-05-06T16:00,8.2,131
2024-05-06T17:00,8.4,121
2024-05-06T18:00,6.4,106
2024-05-06T19:00,5.7,72
2024-05-06T20:00,3.2,63
2024-05-06T21:00,3.1,45
2024-05-06T22:00,4.7,351
2024-05-06T23:00,3.9,338
2024-05-07T00:00,1.6,333
2024-05-07T01:00,1.8,360
2024-05-07T02:00,4.9,36
2024-05-07T03:00,3.5,336
2024-05-07T04:00,3.9,338
2024-05-07T05:00,3.4,328
2024-05-07T06:00,2.3,342
2024-05-07T07:00,7.2,354
2024-05-07T08:00,6.9,6
2024-05-07T09:00,6.8,65
2024-05-07T10:00,9.0,95
2024-05-07T11:00,9.8,114
2024-05-07T12:00,8.2,131
2024-05-07T13:00,7.5,125
2024-05-07T14:00,7.5,73
2024-05-07T15:00,4.5,61
2024-05-07T16:00,6.2,100
2024-05-07T17:00,1.8,37
2024-05-07T18:00,7.2,360
2024-05-07T19:00,3.1,54
2024-05-07T20:00,3.6,127
2024-05-07T21:00,6.6,99
2024-05-07T22:00,6.7,306
2024-05-07T23:00,8.7,322
2024-05-08T00:00,5.5,337
2024-05-08T01:00,5.0,330
2024-05-08T02:00,4.7,328
2024-05-08T03:00,5.4,356
2024-05-08T04:00,5.4,20
2024-05-08T05:00,5.1,356
2024-05-08T06:00,3.4,342
2024-05-08T07:00,4.1,345
2024-05-08T08:00,7.7,349
2024-05-08T09:00,4.7,351
2024-05-08T10:00,1.1,198
2024-05-08T11:00,7.2,186
2024-05-08T12:00,10.9,197
2024-05-08T13:00,11.4,193
2024-05-08T14:00,10.1,178
2024-05-08T15:00,10.8,180
2024-05-08T16:00,12.2,182
2024-05-08T17:00,9.9,213
2024-05-08T18:00,8.4,173
2024-05-08T19:00,7.6,180
2024-05-08T20:00,3.6,174
2024-05-08T21:00,5.7,342
2024-05-08T22:00,4.3,355
2024-05-08T23:00,4.8,347
2024-05-09T00:00,5.7,342
2024-05-09T01:00,7.0,348
2024-05-09T02:00,8.6,345
2024-05-09T03:00,11.8,348
2024-05-09T04:00,14.1,345
2024-05-09T05:00,15.9,347
2024-05-09T06:00,17.0,347
2024-05-09T07:00,17.8,342
2024-05-09T08:00,15.7,351
2024-05-09T09:00,10.7,346
2024-05-09T10:00,2.4,333
2024-05-09T11:00,5.5,191
2024-05-09T12:00,6.2,190
2024-05-09T13:00,8.0,207
2024-05-09T14:00,9.7,195
2024-05-09T15:00,11.2,176
2024-05-09T16:00,12.9,167
2024-05-09T17:00,10.7,168
2024-05-09T18:00,7.7,169
2024-05-09T19:00,5.9,194
2024-05-09T20:00,4.7,238
2024-05-09T21:00,5.9,317
2024-05-09T22:00,6.2,353
2024-05-09T23:00,8.1,347
2024-05-10T00:00,8.7,343
2024-05-10T01:00,8.9,346
2024-05-10T02:00,10.8,345
2024-05-10T03:00,10.7,348
2024-05-10T04:00,13.6,348
2024-05-10T05:00,16.2,347
2024-05-10T06:00,16.2,347
2024-05-10T07:00,16.3,346
2024-05-10T08:00,10.7,12
2024-05-10T09:00,5.5,23
2024-05-10T10:00,5.6,130
2024-05-10T11:00,8.7,156
2024-05-10T12:00,8.4,170
2024-05-10T13:00,8.3,175
2024-05-10T14:00,10.1,176
2024-05-10T15:00,7.1,165
2024-05-10T16:00,7.1,165
2024-05-10T17:00,7.6,180
2024-05-10T18:00,5.8,202
2024-05-10T19:00,4.6,225
2024-05-10T20:00,4.3,228
