time,wind_speed_10m (km/h),wind_direction_10m (°)
2024-05-10T21:00,5.8,274
2024-05-10T22:00,4.1,345
2024-05-10T23:00,4.4,351
2024-05-11T00:00,5.8,353
2024-05-11T01:00,6.6,351
2024-05-11T02:00,8.9,346
2024-05-11T03:00,9.0,344
2024-05-11T04:00,11.2,345
2024-05-11T05:00,14.0,348
2024-05-11T06:00,15.1,348
2024-05-11T07:00,15.5,348
2024-05-11T08:00,13.1,352
2024-05-11T09:00,7.4,23
2024-05-11T10:00,8.2,128
2024-05-11T11:00,8.4,160
2024-05-11T12:00,8.5,168
2024-05-11T13:00,7.6,149
2024-05-11T14:00,6.4,142
2024-05-11T15:00,5.7,125
2024-05-11T16:00,5.4,132
2024-05-11T17:00,4.7,148
2024-05-11T18:00,3.3,167
2024-05-11T19:00,1.5,166
2024-05-11T20:00,1.0,225
2024-05-11T21:00,3.5,294
2024-05-11T22:00,3.8,319
2024-05-11T23:00,2.4,333
2024-05-12T00:00,3.0,346
2024-05-12T01:00,3.3,347
2024-05-12T02:00,5.1,352
2024-05-12T03:00,4.4,351
2024-05-12T04:00,4.4,351
2024-05-12T05:00,5.8,353
2024-05-12T06:00,5.5,349
2024-05-12T07:00,7.6,352
2024-05-12T08:00,6.8,357
2024-05-12T09:00,3.6,90
2024-05-12T10:00,6.6,119
2024-05-12T11:00,7.0,125
2024-05-12T12:00,6.7,126
2024-05-12T13:00,6.9,129
2024-05-12T14:00,6.9,137
2024-05-12T15:00,5.3,152
2024-05-12T16:00,7.6,180
2024-05-12T17:00,6.9,174
2024-05-12T18:00,4.6,141
2024-05-12T19:00,3.2,117
2024-05-12T20:00,4.0,85
2024-05-12T21:00,2.3,342
2024-05-12T22:00,1.8,360
2024-05-12T23:00,3.3,13
2024-05-13T00:00,3.7,11
2024-05-13T01:00,5.5,32
2024-05-13T02:00,6.2,21
2024-05-13T03:00,5.9,11
2024-05-13T04:00,4.3,360
2024-05-13T05:00,5.1,356
2024-05-13T06:00,3.7,349
2024-05-13T07:00,2.9,353
2024-05-13T08:00,4.8,27
2024-05-13T09:00,5.9,76
2024-05-13T10:00,7.4,104
2024-05-13T11:00,8.0,108
2024-05-13T12:00,9.9,109
2024-05-13T13:00,9.2,111
2024-05-13T14:00,11.3,107
2024-05-13T15:00,10.6,108
2024-05-13T16:00,7.9,90
2024-05-13T17:00,7.5,107
2024-05-13T18:00,6.0,107
2024-05-13T19:00,5.1,94
2024-05-13T20:00,3.0,104
2024-05-13T21:00,6.1,40
2024-05-13T22:00,6.0,25
2024-05-13T23:00,1.8,360
2024-05-14T00:00,5.0,21
2024-05-14T01:00,4.0,5
2024-05-14T02:00,3.4,342
2024-05-14T03:00,4.5,346
2024-05-14T04:00,4.6,342
2024-05-14T05:00,6.0,343
2024-05-14T06:00,8.1,339
2024-05-14T07:00,8.5,348
2024-05-14T08:00,8.0,352
2024-05-14T09:00,4.1,38
2024-05-14T10:00,8.1,103
2024-05-14T11:00,12.2,104
2024-05-14T12:00,12.7,97
2024-05-14T13:00,12.8,100
2024-05-14T14:00,11.3,81
2024-05-14T15:00,10.9,56
2024-05-14T16:00,10.8,64
2024-05-14T17:00,10.9,84
2024-05-14T18:00,10.7,104
2024-05-14T19:00,10.4,70
2024-05-14T20:00,11.3,27
2024-05-14T21:00,13.0,5
2024-05-14T22:00,8.0,10
2024-05-14T23:00,11.3,59
2024-05-15T00:00,16.1,80
2024-05-15T01:00,12.5,44
2024-05-15T02:00,5.5,32
2024-05-15T03:00,5.8,338
2024-05-15T04:00,3.6,6
2024-05-15T05:00,4.5,14
2024-05-15T06:00,2.9,30
2024-05-15T07:00,3.2,360
2024-05-15T08:00,5.8,94
2024-05-15T09:00,18.8,94
2024-05-15T10:00,14.9,97
2024-05-15T11:00,17.8,97
2024-05-15T12:00,20.2,95
2024-05-15T13:00,20.4,99
2024-05-15T14:00,23.3,103
2024-05-15T15:00,13.2,107
2024-05-15T16:00,10.3,119
2024-05-15T17:00,8.7,85
2024-05-15T18:00,6.9,118
2024-05-15T19:00,7.4,113
2024-05-15T20:00,4.2,110
2024-05-15T21:00,2.6,106
2024-05-15T22:00,1.8,79
2024-05-15T23:00,4.3,355
2024-05-16T00:00,4.7,356
2024-05-16T01:00,5.5,349
2024-05-16T02:00,5.2,344
2024-05-16T03:00,6.6,9
2024-05-16T04:00,9.1,353
2024-05-16T05:00,8.6,345
2024-05-16T06:00,10.7,348
2024-05-16T07:00,3.8,311
2024-05-16T08:00,5.4,340
2024-05-16T09:00,3.9,304
2024-05-16T10:00,1.6,207
2024-05-16T11:00,10.2,170
2024-05-16T12:00,1.6,117
2024-05-16T13:00,9.1,162
2024-05-16T14:00,11.7,252
2024-05-16T15:00,17.4,202
2024-05-16T16:00,20.1,209
2024-05-16T17:00,21.3,206
2024-05-16T18:00,21.8,211
2024-05-16T19:00,21.6,217
2024-05-16T20:00,18.8,234
2024-05-16T21:00,14.3,245
2024-05-16T22:00,11.0,251
2024-05-16T23:00,9.8,262
2024-05-17T00:00,8.4,277
2024-05-17T01:00,7.0,291
2024-05-17T02:00,6.8,302
2024-05-17T03:00,6.4,308
2024-05-17T04:00,5.8,338
2024-05-17T05:00,4.6,342
2024-05-17T06:00,3.9,338
2024-05-17T07:00,7.4,346
2024-05-17T08:00,7.6,352
2024-05-17T09:00,2.3,39
2024-05-17T10:00,9.0,180
2024-05-17T11:00,18.4,206
2024-05-17T12:00,23.0,209
2024-05-17T13:00,23.0,205
2024-05-17T14:00,22.7,203
2024-05-17T15:00,21.9,207
2024-05-17T16:00,16.1,207
2024-05-17T17:00,12.8,191
2024-05-17T18:00,9.7,184
2024-05-17T19:00,2.9,173
2024-05-17T20:00,2.9,83
2024-05-17T21:00,6.2,36
2024-05-17T22:00,5.4,4
2024-05-17T23:00,5.9,349
2024-05-18T00:00,4.7,351
2024-05-18T01:00,5.0,360
2024-05-18T02:00,6.5,3
2024-05-18T03:00,6.6,13
2024-05-18T04:00,6.5,3
2024-05-18T05:00,6.1,357
2024-05-18T06:00,6.9,354
2024-05-18T07:00,8.3,360
2024-05-18T08:00,6.6,22
2024-05-18T09:00,6.5,93
2024-05-18T10:00,6.6,99
2024-05-18T11:00,7.4,119
2024-05-18T12:00,9.7,121
2024-05-18T13:00,11.6,120
2024-05-18T14:00,8.7,97
2024-05-18T15:00,7.4,119
2024-05-18T16:00,4.7,113
2024-05-18T17:00,6.6,139
2024-05-18T18:00,7.0,145
2024-05-18T19:00,4.2,160
2024-05-18T20:00,1.9,158
2024-05-18T21:00,2.3,288
2024-05-18T22:00,4.0,297
2024-05-18T23:00,2.9,300
2024-05-19T00:00,1.6,333
2024-05-19T01:00,3.3,354
2024-05-19T02:00,4.4,351
2024-05-19T03:00,4.5,346
2024-05-19T04:00,7.1,345
2024-05-19T05:00,6.7,344
2024-05-19T06:00,5.6,345
2024-05-19T07:00,6.6,347
2024-05-19T08:00,8.0,350
2024-05-19T09:00,3.3,347
2024-05-19T10:00,4.0,153
2024-05-19T11:00,6.5,161
2024-05-19T12:00,8.9,148
2024-05-19T13:00,7.4,133
2024-05-19T14:00,8.7,132
2024-05-19T15:00,9.4,133
2024-05-19T16:00,5.4,110
2024-05-19T17:00,4.8,117
2024-05-19T18:00,2.6,146
2024-05-19T19:00,0.8,243
2024-05-19T20:00,2.2,279
2024-05-19T21:00,2.6,286
2024-05-19T22:00,2.9,330
2024-05-19T23:00,4.0,355
2024-05-20T00:00,3.6,354
2024-05-20T01:00,2.2,351
2024-05-20T02:00,3.1,339
2024-05-20T03:00,3.0,346
2024-05-20T04:00,2.9,353
2024-05-20T05:00,4.6,342
2024-05-20T06:00,5.5,337
2024-05-20T07:00,5.7,342
2024-05-20T08:00,5.8,356
2024-05-20T09:00,4.3,95
2024-05-20T10:00,11.2,123
2024-05-20T11:00,11.6,116
2024-05-20T12:00,19.9,112
2024-05-20T13:00,16.5,101
2024-05-20T14:00,12.6,103
2024-05-20T15:00,7.3,99
2024-05-20T16:00,6.5,87
2024-05-20T17:00,6.3,114
2024-05-20T18:00,6.1,87
2024-05-20T19:00,5.3,62
2024-05-20T20:00,3.1,21
2024-05-20T21:00,2.6,254
2024-05-20T22:00,4.0,265
2024-05-20T23:00,2.3,288
2024-05-21T00:00,3.9,292
2024-05-21T01:00,4.3,294
2024-05-21T02:00,3.8,311
2024-05-21T03:00,6.4,254
2024-05-21T04:00,3.5,294
2024-05-21T05:00,3.1,339
2024-05-21T06:00,2.2,351
2024-05-21T07:00,2.6,344
2024-05-21T08:00,4.0,350
2024-05-21T09:00,2.3,129
2024-05-21T10:00,6.9,133
2024-05-21T11:00,8.3,178
2024-05-21T12:00,18.2,219
2024-05-21T13:00,22.1,224
2024-05-21T14:00,24.4,226
2024-05-21T15:00,23.1,233
2024-05-21T16:00,23.2,229
2024-05-21T17:00,23.1,233
2024-05-21T18:00,21.8,236
2024-05-21T19:00,21.4,234
2024-05-21T20:00,23.4,239
2024-05-21T21:00,21.5,247
2024-05-21T22:00,19.0,251
2024-05-21T23:00,15.8,249
2024-05-22T00:00,13.5,241
2024-05-22T01:00,7.2,252
2024-05-22T02:00,5.5,302
2024-05-22T03:00,4.9,324
2024-05-22T04:00,6.4,333
2024-05-22T05:00,7.7,349
2024-05-22T06:00,9.4,4
2024-05-22T07:00,9.7,4
2024-05-22T08:00,6.1,3
2024-05-22T09:00,3.3,96
2024-05-22T10:00,5.6,153
2024-05-22T11:00,8.6,165
2024-05-22T12:00,6.8,183
2024-05-22T13:00,4.3,180
2024-05-22T14:00,3.2,90
2024-05-22T15:00,6.1,183
2024-05-22T16:00,9.1,72
2024-05-22T17:00,12.7,61
2024-05-22T18:00,11.7,72
2024-05-22T19:00,9.0,85
2024-05-22T20:00,2.5,135
2024-05-22T21:00,5.4,250
2024-05-22T22:00,5.1,274
2024-05-22T23:00,3.2,333
2024-05-23T00:00,9.5,25
2024-05-23T01:00,11.3,37
2024-05-23T02:00,7.6,31
2024-05-23T03:00,3.6,174
2024-05-23T04:00,4.3,66
2024-05-23T05:00,4.4,35
2024-05-23T06:00,4.8,13
2024-05-23T07:00,5.4,4
2024-05-23T08:00,4.7,23
2024-05-23T09:00,2.6,106
2024-05-23T10:00,6.4,207
2024-05-23T11:00,7.4,209
2024-05-23T12:00,9.8,188
2024-05-23T13:00,16.1,214
2024-05-23T14:00,7.3,171
2024-05-23T15:00,10.7,168
2024-05-23T16:00,11.4,156
2024-05-23T17:00,3.9,326
2024-05-23T18:00,4.1,45
2024-05-23T19:00,6.1,45
2024-05-23T20:00,9.8,54
2024-05-23T21:00,12.1,53
2024-05-23T22:00,10.0,52
2024-05-23T23:00,6.5,56
2024-05-24T00:00,7.1,66
2024-05-24T01:00,3.5,24
2024-05-24T02:00,0.8,333
2024-05-24T03:00,3.1,339
2024-05-24T04:00,4.7,337
2024-05-24T05:00,4.7,337
2024-05-24T06:00,4.2,329
2024-05-24T07:00,5.3,332
2024-05-24T08:00,7.1,345
2024-05-24T09:00,2.4,27
2024-05-24T10:00,4.8,167
2024-05-24T11:00,8.4,173
2024-05-24T12:00,5.6,195
2024-05-24T13:00,9.3,216
2024-05-24T14:00,7.2,180
2024-05-24T15:00,11.6,175
2024-05-24T16:00,9.5,191
2024-05-24T17:00,9.3,193
2024-05-24T18:00,5.8,173
2024-05-24T19:00,9.0,175
2024-05-24T20:00,7.6,188
2024-05-24T21:00,6.1,225
2024-05-24T22:00,5.4,290
2024-05-24T23:00,3.0,346
2024-05-25T00:00,6.5,360
2024-05-25T01:00,7.9,3
2024-05-25T02:00,7.3,11
2024-05-25T03:00,9.0,358
2024-05-25T04:00,6.5,357
2024-05-25T05:00,9.4,360
2024-05-25T06:00,8.6,2
2024-05-25T07:00,8.4,10
2024-05-25T08:00,6.4,43
2024-05-25T09:00,8.0,98
2024-05-25T10:00,10.2,100
2024-05-25T11:00,11.0,113
2024-05-25T12:00,9.2,116
2024-05-25T13:00,6.2,100
2024-05-25T14:00,7.8,124
2024-05-25T15:00,7.3,123
2024-05-25T16:00,7.1,135
2024-05-25T17:00,8.4,155
2024-05-25T18:00,6.0,155
2024-05-25T19:00,4.5,151
2024-05-25T20:00,3.7,119
2024-05-25T21:00,2.5,98
2024-05-25T22:00,5.2,25
2024-05-25T23:00,6.4,16
2024-05-26T00:00,4.7,4
2024-05-26T01:00,3.6,360
2024-05-26T02:00,3.7,349
2024-05-26T03:00,1.9,338
2024-05-26T04:00,4.5,346
2024-05-26T05:00,5.2,344
2024-05-26T06:00,5.2,348
2024-05-26T07:00,4.8,347
2024-05-26T08:00,4.1,15
2024-05-26T09:00,5.0,111
2024-05-26T10:00,5.6,130
2024-05-26T11:00,6.4,142
2024-05-26T12:00,6.2,144
2024-05-26T13:00,6.6,135
2024-05-26T14:00,4.7,148
2024-05-26T15:00,4.6,135
2024-05-26T16:00,7.4,157
2024-05-26T17:00,7.2,186
2024-05-26T18:00,5.9,194
2024-05-26T19:00,6.3,193
2024-05-26T20:00,4.4,189
2024-05-26T21:00,0.0,180
2024-05-26T22:00,3.3,6
2024-05-26T23:00,5.0,360
2024-05-27T00:00,4.0,10
2024-05-27T01:00,4.9,17
2024-05-27T02:00,4.2,20
2024-05-27T03:00,4.1,15
2024-05-27T04:00,4.5,29
2024-05-27T05:00,3.9,22
2024-05-27T06:00,3.0,14
2024-05-27T07:00,4.8,27
2024-05-27T08:00,4.7,81
2024-05-27T09:00,5.8,120
2024-05-27T10:00,5.6,140
2024-05-27T11:00,5.9,133
2024-05-27T12:00,7.3,110
2024-05-27T13:00,7.2,127
2024-05-27T14:00,6.4,117
2024-05-27T15:00,8.9,137
2024-05-27T16:00,5.9,142
2024-05-27T17:00,3.1,126
2024-05-27T18:00,6.2,159
2024-05-27T19:00,7.6,183
2024-05-27T20:00,5.5,191
2024-05-27T21:00,3.5,204
2024-05-27T22:00,2.8,220
2024-05-27T23:00,0.4,360
2024-05-28T00:00,6.3,31
2024-05-28T01:00,8.5,36
2024-05-28T02:00,8.0,18
2024-05-28T03:00,4.3,360
2024-05-28T04:00,3.7,349
2024-05-28T05:00,4.8,347
2024-05-28T06:00,7.4,346
2024-05-28T07:00,9.9,350
2024-05-28T08:00,9.1,353
2024-05-28T09:00,4.0,360
2024-05-28T10:00,5.0,120
2024-05-28T11:00,8.9,153
2024-05-28T12:00,11.4,167
2024-05-28T13:00,10.7,166
2024-05-28T14:00,8.3,162
2024-05-28T15:00,8.6,178
2024-05-28T16:00,7.2,162
2024-05-28T17:00,5.9,166
2024-05-28T18:00,7.6,185
2024-05-28T19:00,6.9,174
2024-05-28T20:00,4.1,135
2024-05-28T21:00,3.7,61
2024-05-28T22:00,4.2,340
2024-05-28T23:00,4.3,318
2024-05-29T00:00,2.9,330
2024-05-29T01:00,3.4,342
2024-05-29T02:00,4.1,345
2024-05-29T03:00,5.5,337
2024-05-29T04:00,5.0,339
2024-05-29T05:00,4.9,343
2024-05-29T06:00,4.2,340
2024-05-29T07:00,3.9,338
2024-05-29T08:00,4.3,336
2024-05-29T09:00,1.1,180
2024-05-29T10:00,4.7,180
2024-05-29T11:00,7.2,177
2024-05-29T12:00,10.0,167
2024-05-29T13:00,10.8,165
2024-05-29T14:00,10.7,166
2024-05-29T15:00,7.5,163
2024-05-29T16:00,6.9,189
2024-05-29T17:00,8.2,195
2024-05-29T18:00,8.0,190
2024-05-29T19:00,4.6,198
2024-05-29T20:00,2.1,59
2024-05-29T21:00,2.1,31
2024-05-29T22:00,3.1,54
2024-05-29T23:00,4.5,61
2024-05-30T00:00,4.8,42
2024-05-30T01:00,5.6,63
2024-05-30T02:00,7.4,51
2024-05-30T03:00,5.2,56
2024-05-30T04:00,3.1,249
2024-05-30T05:00,3.6,270
2024-05-30T06:00,0.0,180
2024-05-30T07:00,1.1,360
2024-05-30T08:00,3.9,124
2024-05-30T09:00,4.7,176
2024-05-30T10:00,5.7,198
2024-05-30T11:00,7.3,191
2024-05-30T12:00,7.6,175
2024-05-30T13:00,7.7,152
2024-05-30T14:00,7.4,119
2024-05-30T15:00,7.1,114
2024-05-30T16:00,11.0,109
2024-05-30T17:00,9.3,106
2024-05-30T18:00,6.5,93
2024-05-30T19:00,6.1,90
2024-05-30T20:00,3.5,66
2024-05-30T21:00,4.3,42
2024-05-30T22:00,4.6,72
2024-05-30T23:00,8.0,72
2024-05-31T00:00,9.2,59
2024-05-31T01:00,5.9,47
2024-05-31T02:00,6.4,43
2024-05-31T03:00,4.8,27
2024-05-31T04:00,6.6,9
2024-05-31T05:00,8.3,2
2024-05-31T06:00,10.9,354
2024-05-31T07:00,12.2,346
2024-05-31T08:00,10.5,356
2024-05-31T09:00,5.2,335
2024-05-31T10:00,7.6,172
2024-05-31T11:00,10.2,170
2024-05-31T12:00,11.7,191
2024-05-31T13:00,15.1,162
2024-05-31T14:00,15.5,152
2024-05-31T15:00,6.5,84
2024-05-31T16:00,7.1,60
2024-05-31T17:00,12.0,99
2024-05-31T18:00,13.8,99
2024-05-31T19:00,8.2,113
2024-05-31T20:00,2.9,97
2024-05-31T21:00,4.9,36
2024-05-31T22:00,4.5,14
2024-05-31T23:00,4.7,356
2024-06-01T00:00,6.0,343
2024-06-01T01:00,8.4,340
2024-06-01T02:00,9.0,344
2024-06-01T03:00,5.9,346
2024-06-01T04:00,10.3,348
2024-06-01T05:00,11.5,346
2024-06-01T06:00,9.7,345
2024-06-01T07:00,9.3,347
2024-06-01T08:00,6.9,9
2024-06-01T09:00,8.4,80
2024-06-01T10:00,12.3,95
2024-06-01T11:00,16.0,99
2024-06-01T12:00,16.1,100
2024-06-01T13:00,17.3,102
2024-06-01T14:00,18.0,102
2024-06-01T15:00,13.6,102
2024-06-01T16:00,12.6,93
2024-06-01T17:00,10.7,102
2024-06-01T18:00,8.4,100
2024-06-01T19:00,4.0,80
2024-06-01T20:00,4.8,77
2024-06-01T21:00,4.3,90
2024-06-01T22:00,5.1,86
2024-06-01T23:00,6.2,83
2024-06-02T00:00,5.5,32
2024-06-02T01:00,4.7,351
2024-06-02T02:00,5.1,352
2024-06-02T03:00,5.2,16
2024-06-02T04:00,7.4,43
2024-06-02T05:00,7.9,24
2024-06-02T06:00,8.4,7
2024-06-02T07:00,8.4,25
2024-06-02T08:00,6.8,65
2024-06-02T09:00,12.3,93
2024-06-02T10:00,14.9,98
2024-06-02T11:00,12.6,103
2024-06-02T12:00,11.9,119
2024-06-02T13:00,13.1,122
2024-06-02T14:00,4.1,45
2024-06-02T15:00,5.6,117
2024-06-02T16:00,5.8,112
2024-06-02T17:00,4.7,81
2024-06-02T18:00,2.8,130
2024-06-02T19:00,8.7,173
2024-06-02T20:00,5.2,155
2024-06-02T21:00,4.4,235
2024-06-02T22:00,5.2,282
2024-06-02T23:00,4.8,312
2024-06-03T00:00,4.4,325
2024-06-03T01:00,3.2,333
2024-06-03T02:00,4.8,347
2024-06-03T03:00,3.4,342
2024-06-03T04:00,4.7,328
2024-06-03T05:00,4.9,343
2024-06-03T06:00,5.4,352
2024-06-03T07:00,6.8,357
2024-06-03T08:00,6.1,357
2024-06-03T09:00,2.3,72
2024-06-03T10:00,5.8,158
2024-06-03T11:00,7.9,177
2024-06-03T12:00,10.5,164
2024-06-03T13:00,12.0,164
2024-06-03T14:00,10.8,165
2024-06-03T15:00,9.0,164
2024-06-03T16:00,8.9,166
2024-06-03T17:00,7.9,180
2024-06-03T18:00,6.5,177
2024-06-03T19:00,4.6,141
2024-06-03T20:00,4.1,128
2024-06-03T21:00,2.6,74
2024-06-03T22:00,2.7,23
2024-06-03T23:00,5.1,39
2024-06-04T00:00,4.5,29
2024-06-04T01:00,5.6,15
2024-06-04T02:00,4.2,20
2024-06-04T03:00,4.5,14
2024-06-04T04:00,5.2,12
2024-06-04T05:00,5.1,8
2024-06-04T06:00,6.2,7
2024-06-04T07:00,7.6,25
2024-06-04T08:00,8.7,48
2024-06-04T09:00,9.4,67
2024-06-04T10:00,10.8,90
2024-06-04T11:00,12.2,104
2024-06-04T12:00,13.0,109
2024-06-04T13:00,12.4,100
2024-06-04T14:00,13.2,101
2024-06-04T15:00,10.4,110
2024-06-04T16:00,9.0,119
2024-06-04T17:00,7.5,107
2024-06-04T18:00,7.2,108
2024-06-04T19:00,6.8,108
2024-06-04T20:00,4.5,119
2024-06-04T21:00,1.5,76
2024-06-04T22:00,2.9,353
2024-06-04T23:00,4.4,351
2024-06-05T00:00,2.9,330
2024-06-05T01:00,3.1,339
2024-06-05T02:00,5.4,340
2024-06-05T03:00,6.8,342
2024-06-05T04:00,7.6,352
2024-06-05T05:00,6.3,347
2024-06-05T06:00,4.9,343
2024-06-05T07:00,4.8,347
2024-06-05T08:00,2.5,8
2024-06-05T09:00,2.0,135
2024-06-05T10:00,4.7,148
2024-06-05T11:00,7.6,161
2024-06-05T12:00,6.9,152
2024-06-05T13:00,5.4,132
2024-06-05T14:00,7.6,149
2024-06-05T15:00,8.1,148
2024-06-05T16:00,5.8,176
2024-06-05T17:00,8.0,188
2024-06-05T18:00,9.8,188
2024-06-05T19:00,9.8,197
2024-06-05T20:00,6.5,180
2024-06-05T21:00,3.2,90
2024-06-05T22:00,3.9,22
2024-06-05T23:00,4.3,5
2024-06-06T00:00,4.4,9
2024-06-06T01:00,6.3,24
2024-06-06T02:00,7.9,16
2024-06-06T03:00,5.4,352
2024-06-06T04:00,4.4,351
2024-06-06T05:00,3.3,354
2024-06-06T06:00,3.3,354
2024-06-06T07:00,4.0,350
2024-06-06T08:00,2.9,30
2024-06-06T09:00,5.7,108
2024-06-06T10:00,6.5,124
2024-06-06T11:00,6.4,128
2024-06-06T12:00,5.6,140
2024-06-06T13:00,5.2,146
2024-06-06T14:00,4.6,135
2024-06-06T15:00,6.4,128
2024-06-06T16:00,10.7,132
2024-06-06T17:00,7.0,125
2024-06-06T18:00,4.1,128
2024-06-06T19:00,3.5,114
2024-06-06T20:00,2.9,90
2024-06-06T21:00,2.7,23
2024-06-06T22:00,3.3,354
2024-06-06T23:00,2.9,353
2024-06-07T00:00,1.9,338
2024-06-07T01:00,1.6,333
2024-06-07T02:00,1.1,342
2024-06-07T03:00,0.5,315
2024-06-07T04:00,1.4,360
2024-06-07T05:00,1.5,346
2024-06-07T06:00,1.8,360
2024-06-07T07:00,4.0,27
2024-06-07T08:00,5.8,83
2024-06-07T09:00,6.2,111
2024-06-07T10:00,8.2,113
2024-06-07T11:00,8.8,102
2024-06-07T12:00,10.6,100
2024-06-07T13:00,11.5,92
2024-06-07T14:00,12.1,78
2024-06-07T15:00,7.5,125
2024-06-07T16:00,7.7,139
2024-06-07T17:00,9.5,115
2024-06-07T18:00,10.6,100
2024-06-07T19:00,9.6,77
2024-06-07T20:00,7.4,61
2024-06-07T21:00,4.2,59
2024-06-07T22:00,3.4,32
2024-06-07T23:00,5.6,50
2024-06-08T00:00,3.2,27
2024-06-08T01:00,4.4,35
2024-06-08T02:00,5.1,39
2024-06-08T03:00,1.9,292
2024-06-08T04:00,2.6,304
2024-06-08T05:00,2.9,330
2024-06-08T06:00,4.0,355
2024-06-08T07:00,0.5,315
2024-06-08T08:00,3.9,146
2024-06-08T09:00,5.4,94
2024-06-08T10:00,3.6,96
2024-06-08T11:00,8.4,130
2024-06-08T12:00,8.1,122
2024-06-08T13:00,9.4,92
2024-06-08T14:00,6.6,112
2024-06-08T15:00,9.8,62
2024-06-08T16:00,4.7,90
2024-06-08T17:00,4.1,75
2024-06-08T18:00,5.4,110
2024-06-08T19:00,8.8,99
2024-06-08T20:00,8.2,105
2024-06-08T21:00,4.7,32
2024-06-08T22:00,2.3,342
2024-06-08T23:00,2.6,56
2024-06-09T00:00,4.0,10
2024-06-09T01:00,3.8,343
2024-06-09T02:00,2.6,344
2024-06-09T03:00,2.3,342
2024-06-09T04:00,4.2,340
2024-06-09T05:00,3.4,342
2024-06-09T06:00,6.9,9
2024-06-09T07:00,6.1,332
2024-06-09T08:00,2.1,329
2024-06-09T09:00,3.8,49
2024-06-09T10:00,9.4,108
2024-06-09T11:00,4.2,340
2024-06-09T12:00,5.4,82
2024-06-09T13:00,13.7,117
2024-06-09T14:00,19.8,115
2024-06-09T15:00,24.1,90
2024-06-09T16:00,6.9,96
2024-06-09T17:00,19.0,105
2024-06-09T18:00,19.9,134
2024-06-09T19:00,18.0,102
2024-06-09T20:00,10.5,82
2024-06-09T21:00,8.1,21
2024-06-09T22:00,1.1,162
2024-06-09T23:00,3.2,207
2024-06-10T00:00,3.4,252
2024-06-10T01:00,3.1,339
2024-06-10T02:00,NaN,NaN
2024-06-10T03:00,NaN,NaN
2024-06-10T04:00,NaN,NaN
2024-06-10T05:00,NaN,NaN
2024-06-10T06:00,NaN,NaN
2024-06-10T07:00,NaN,NaN
2024-06-10T08:00,NaN,NaN
2024-06-10T09:00,NaN,NaN
2024-06-10T10:00,NaN,NaN
2024-06-10T11:00,NaN,NaN
2024-06-10T12:00,NaN,NaN
2024-06-10T13:00,NaN,NaN
2024-06-10T14:00,NaN,NaN
2024-06-10T15:00,NaN,NaN
2024-06-10T16:00,NaN,NaN
2024-06-10T17:00,NaN,NaN
2024-06-10T18:00,NaN,NaN
2024-06-10T19:00,NaN,NaN
2024-06-10T20:00,NaN,NaN
2024-06-10T21:00,NaN,NaN
2024-06-10T22:00,NaN,NaN
2024-06-10T23:00,NaN,NaN
2024-06-11T00:00,NaN,NaN
2024-06-11T01:00,NaN,NaN
2024-06-11T02:00,NaN,NaN
2024-06-11T03:00,NaN,NaN
2024-06-11T04:00,NaN,NaN
2024-06-11T05:00,NaN,NaN
2024-06-11T06:00,NaN,NaN
2024-06-11T07:00,NaN,NaN
2024-06-11T08:00,NaN,NaN
2024-06-11T09:00,NaN,NaN
2024-06-11T10:00,NaN,NaN
2024-06-11T11:00,NaN,NaN
2024-06-11T12:00,NaN,NaN
2024-06-11T13:00,NaN,NaN
2024-06-11T14:00,NaN,NaN
2024-06-11T15:00,NaN,NaN
2024-06-11T16:00,NaN,NaN
2024-06-11T17:00,NaN,NaN
2024-06-11T18:00,NaN,NaN
2024-06-11T19:00,NaN,NaN
2024-06-11T20:00,NaN,NaN
2024-06-11T21:00,NaN,NaN
2024-06-11T22:00,NaN,NaN
2024-06-11T23:00,NaN,NaN
