Device : ;PAX1000IR2/M
Serial Number : ;M00911951
Firmware Version : ;1.0.13
Software Version : ;1.4.2002.183
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;1 revolution for one measurement, 1024 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2024-04-08 21:10:42.00;0.03:44:17:960;-0.54;-0.79;0.29;0.004377;-0.003251;-0.004688;0.001745;-62.37;8.50;136.29;39.87;130.33;0.004377;0.005966;-0.001588;-23.588;-22.244;-99.990;0.23;159.58;
2024-04-08 21:10:46.99;0.03:44:22:957;-0.55;-0.79;0.29;0.004376;-0.003253;-0.004688;0.001743;-62.38;8.49;136.33;39.82;130.38;0.004376;0.005966;-0.00159;-23.589;-22.243;-99.990;0.23;159.61;
2024-04-08 21:10:51.99;0.03:44:27:952;-0.55;-0.79;0.29;0.004375;-0.003257;-0.004686;0.001741;-62.40;8.48;136.38;39.80;130.45;0.004375;0.005966;-0.001592;-23.591;-22.243;-99.990;0.23;159.62;
2024-04-08 21:10:56.99;0.03:44:32:958;-0.55;-0.79;0.29;0.004378;-0.003252;-0.00469;0.001738;-62.37;8.47;136.26;39.70;130.35;0.004378;0.005966;-0.001588;-23.587;-22.243;-99.990;0.23;159.66;
2024-04-08 21:11:02.00;0.03:44:37:961;-0.55;-0.79;0.29;0.004377;-0.003252;-0.004689;0.001738;-62.37;8.47;136.28;39.72;130.36;0.004377;0.005965;-0.001588;-23.588;-22.244;-99.990;0.23;159.66;
2024-04-08 21:11:07.01;0.03:44:42:969;-0.55;-0.79;0.29;0.004377;-0.003257;-0.004687;0.001737;-62.40;8.46;136.30;39.69;130.40;0.004377;0.005966;-0.001589;-23.588;-22.243;-99.990;0.23;159.67;
2024-04-08 21:11:12.01;0.03:44:47:971;-0.55;-0.79;0.29;0.004375;-0.003258;-0.004689;0.001735;-62.40;8.45;136.42;39.66;130.52;0.004375;0.005968;-0.001593;-23.590;-22.242;-99.990;0.23;159.70;
2024-04-08 21:11:17.00;0.03:44:52:969;-0.55;-0.79;0.29;0.004378;-0.003256;-0.004692;0.001737;-62.38;8.46;136.34;39.67;130.44;0.004378;0.005969;-0.001591;-23.587;-22.241;-99.990;0.23;159.69;
2024-04-08 21:11:22.01;0.03:44:57:979;-0.55;-0.79;0.29;0.004376;-0.003259;-0.004685;0.001734;-62.41;8.45;136.29;39.63;130.40;0.004376;0.005965;-0.001588;-23.589;-22.244;-99.990;0.23;159.69;
2024-04-08 21:11:27.02;0.03:45:02:985;-0.55;-0.79;0.29;0.004377;-0.003259;-0.00469;0.001734;-62.40;8.45;136.36;39.62;130.48;0.004377;0.005969;-0.001592;-23.588;-22.241;-99.990;0.23;159.71;
2024-04-08 21:11:32.03;0.03:45:07:991;-0.55;-0.79;0.29;0.004376;-0.003261;-0.004692;0.001733;-62.40;8.44;136.44;39.60;130.56;0.004376;0.005971;-0.001595;-23.589;-22.239;-99.990;0.23;159.73;
2024-04-08 21:11:37.04;0.03:45:13:002;-0.55;-0.79;0.29;0.004376;-0.003262;-0.004692;0.001735;-62.41;8.44;136.48;39.64;130.59;0.004376;0.005972;-0.001596;-23.589;-22.239;-99.990;0.23;159.71;
2024-04-08 21:11:42.03;0.03:45:17:998;-0.55;-0.79;0.29;0.004374;-0.003266;-0.004693;0.001732;-62.42;8.42;136.57;39.59;130.71;0.004374;0.005974;-0.0016;-23.591;-22.237;-99.990;0.23;159.75;
2024-04-08 21:11:47.04;0.03:45:23:005;-0.55;-0.79;0.29;0.004377;-0.003265;-0.00469;0.00173;-62.42;8.42;136.42;39.52;130.57;0.004377;0.005971;-0.001594;-23.589;-22.240;-99.990;0.23;159.76;
2024-04-08 21:11:52.04;0.03:45:28:007;-0.55;-0.79;0.29;0.004379;-0.003261;-0.004694;0.001729;-62.39;8.41;136.37;39.48;130.53;0.004379;0.005971;-0.001592;-23.587;-22.240;-99.990;0.23;159.78;
2024-04-08 21:11:57.04;0.03:45:33:005;-0.55;-0.79;0.29;0.004376;-0.003266;-0.004691;0.001727;-62.42;8.41;136.46;39.47;130.63;0.004376;0.005971;-0.001595;-23.589;-22.239;-99.990;0.23;159.79;
2024-04-08 21:12:02.05;0.03:45:38:014;-0.55;-0.79;0.29;0.004377;-0.003268;-0.004692;0.001728;-62.43;8.41;136.48;39.47;130.65;0.004377;0.005973;-0.001597;-23.589;-22.238;-99.990;0.23;159.79;
2024-04-08 21:12:07.06;0.03:45:43:021;-0.55;-0.79;0.29;0.004378;-0.003264;-0.004692;0.001724;-62.41;8.39;136.36;39.39;130.54;0.004378;0.00597;-0.001592;-23.587;-22.240;-99.990;0.23;159.82;
2024-04-08 21:12:12.06;0.03:45:48:028;-0.55;-0.79;0.29;0.004374;-0.003269;-0.004694;0.001726;-62.43;8.39;136.59;39.45;130.77;0.004374;0.005975;-0.0016;-23.591;-22.237;-99.990;0.23;159.81;
2024-04-08 21:12:17.07;0.03:45:53:038;-0.55;-0.79;0.29;0.004377;-0.003267;-0.004695;0.001723;-62.42;8.38;136.47;39.36;130.67;0.004377;0.005973;-0.001596;-23.588;-22.238;-99.990;0.23;159.85;
2024-04-08 21:12:22.08;0.03:45:58:040;-0.55;-0.79;0.29;0.004376;-0.003268;-0.004695;0.001721;-62.42;8.37;136.53;39.34;130.74;0.004376;0.005974;-0.001598;-23.589;-22.237;-99.990;0.23;159.87;
2024-04-08 21:12:27.08;0.03:46:03:044;-0.55;-0.79;0.29;0.004374;-0.003272;-0.004692;0.00172;-62.44;8.37;136.55;39.33;130.76;0.004374;0.005973;-0.001599;-23.591;-22.238;-99.990;0.23;159.87;
2024-04-08 21:12:32.09;0.03:46:08:053;-0.55;-0.79;0.29;0.004376;-0.00327;-0.004698;0.00172;-62.42;8.36;136.59;39.31;130.81;0.004376;0.005977;-0.001601;-23.590;-22.236;-99.990;0.23;159.89;
2024-04-08 21:12:37.09;0.03:46:13:052;-0.55;-0.79;0.29;0.004376;-0.003267;-0.004696;0.001717;-62.41;8.35;136.49;39.22;130.74;0.004376;0.005973;-0.001597;-23.589;-22.238;-99.990;0.23;159.92;
2024-04-08 21:12:42.09;0.03:46:18:059;-0.55;-0.79;0.29;0.004373;-0.003276;-0.004693;0.001717;-62.46;8.35;136.63;39.27;130.87;0.004373;0.005975;-0.001602;-23.592;-22.236;-99.990;0.23;159.90;
2024-04-08 21:12:47.10;0.03:46:23:059;-0.55;-0.79;0.29;0.004375;-0.003272;-0.004696;0.001715;-62.44;8.34;136.55;39.19;130.81;0.004375;0.005975;-0.001599;-23.590;-22.237;-99.990;0.23;159.94;
2024-04-08 21:12:52.10;0.03:46:28:059;-0.55;-0.79;0.29;0.004375;-0.003275;-0.004696;0.001715;-62.45;8.34;136.60;39.19;130.85;0.004375;0.005976;-0.001601;-23.590;-22.236;-99.990;0.23;159.94;
2024-04-08 21:12:57.10;0.03:46:33:060;-0.55;-0.79;0.29;0.004374;-0.003277;-0.004697;0.001712;-62.45;8.32;136.67;39.13;130.95;0.004374;0.005978;-0.001604;-23.591;-22.235;-99.990;0.23;159.98;
2024-04-08 21:13:02.11;0.03:46:38:071;-0.55;-0.79;0.29;0.004373;-0.003279;-0.004696;0.001711;-62.46;8.32;136.68;39.12;130.97;0.004373;0.005977;-0.001604;-23.592;-22.235;-99.990;0.23;159.98;
2024-04-08 21:13:07.11;0.03:46:43:074;-0.55;-0.79;0.29;0.004377;-0.003274;-0.004699;0.001713;-62.43;8.33;136.59;39.15;130.85;0.004377;0.005978;-0.001601;-23.588;-22.234;-99.990;0.23;159.97;
2024-04-08 21:13:12.11;0.03:46:48:075;-0.55;-0.79;0.29;0.004377;-0.003274;-0.004699;0.00171;-62.43;8.31;136.56;39.07;130.85;0.004377;0.005977;-0.0016;-23.588;-22.235;-99.990;0.23;160.00;
2024-04-08 21:13:17.11;0.03:46:53:073;-0.55;-0.79;0.29;0.004377;-0.003278;-0.004698;0.001708;-62.45;8.30;136.56;39.01;130.87;0.004377;0.005977;-0.0016;-23.588;-22.235;-99.990;0.23;160.03;
2024-04-08 21:13:22.11;0.03:46:58:077;-0.55;-0.79;0.29;0.004374;-0.00328;-0.004697;0.001708;-62.46;8.30;136.69;39.05;130.99;0.004374;0.005978;-0.001605;-23.591;-22.234;-99.990;0.23;160.02;
2024-04-08 21:13:27.12;0.03:47:03:085;-0.55;-0.79;0.29;0.004375;-0.003278;-0.004696;0.001706;-62.46;8.29;136.59;38.99;130.91;0.004375;0.005976;-0.001601;-23.590;-22.236;-99.990;0.23;160.04;
2024-04-08 21:13:32.12;0.03:47:08:082;-0.55;-0.79;0.28;0.004372;-0.00328;-0.004701;0.001703;-62.45;8.27;136.76;38.95;131.09;0.004372;0.00598;-0.001607;-23.593;-22.233;-99.990;0.23;160.08;
2024-04-08 21:13:37.12;0.03:47:13:080;-0.55;-0.79;0.28;0.004375;-0.003277;-0.004704;0.001702;-62.43;8.27;136.69;38.91;131.03;0.004375;0.00598;-0.001605;-23.590;-22.233;-99.990;0.23;160.11;
2024-04-08 21:13:42.12;0.03:47:18:085;-0.55;-0.79;0.28;0.004373;-0.00328;-0.004702;0.001702;-62.45;8.27;136.75;38.93;131.09;0.004373;0.00598;-0.001607;-23.592;-22.233;-99.990;0.23;160.10;
2024-04-08 21:13:47.13;0.03:47:23:090;-0.55;-0.79;0.28;0.004373;-0.003281;-0.004703;0.0017;-62.45;8.26;136.76;38.87;131.12;0.004373;0.005981;-0.001608;-23.592;-22.232;-99.990;0.23;160.13;
2024-04-08 21:13:52.12;0.03:47:28:087;-0.55;-0.79;0.28;0.004374;-0.003282;-0.004699;0.001697;-62.46;8.25;136.67;38.80;131.05;0.004374;0.005978;-0.001604;-23.592;-22.235;-99.990;0.23;160.15;
2024-04-08 21:13:57.12;0.03:47:33:088;-0.55;-0.79;0.28;0.004374;-0.00328;-0.004703;0.001697;-62.45;8.24;136.70;38.80;131.07;0.004374;0.00598;-0.001605;-23.591;-22.233;-99.990;0.23;160.15;
2024-04-08 21:14:02.14;0.03:47:38:099;-0.55;-0.79;0.28;0.004374;-0.003282;-0.004702;0.001693;-62.46;8.22;136.70;38.70;131.10;0.004374;0.005979;-0.001605;-23.592;-22.234;-99.990;0.23;160.20;
2024-04-08 21:14:07.14;0.03:47:43:105;-0.55;-0.79;0.28;0.004372;-0.003284;-0.004701;0.001695;-62.47;8.23;136.76;38.76;131.15;0.004372;0.005979;-0.001607;-23.593;-22.233;-99.990;0.23;160.17;
2024-04-08 21:14:12.14;0.03:47:48:103;-0.55;-0.79;0.28;0.004372;-0.003286;-0.004705;0.001695;-62.47;8.23;136.86;38.76;131.25;0.004372;0.005984;-0.001611;-23.593;-22.230;-99.990;0.23;160.19;
2024-04-08 21:14:17.14;0.03:47:53:101;-0.55;-0.79;0.28;0.004374;-0.003285;-0.004704;0.001693;-62.47;8.22;136.78;38.72;131.19;0.004374;0.005982;-0.001609;-23.592;-22.231;-99.990;0.23;160.20;
2024-04-08 21:14:22.13;0.03:47:58:098;-0.55;-0.79;0.28;0.004372;-0.003288;-0.004701;0.001691;-62.48;8.21;136.80;38.67;131.22;0.004372;0.005981;-0.001609;-23.593;-22.232;-99.990;0.23;160.22;
2024-04-08 21:14:27.14;0.03:48:03:101;-0.55;-0.79;0.28;0.004372;-0.003288;-0.004705;0.001692;-62.47;8.21;136.89;38.71;131.30;0.004372;0.005984;-0.001613;-23.594;-22.230;-99.990;0.23;160.22;
2024-04-08 21:14:32.13;0.03:48:08:098;-0.55;-0.79;0.28;0.004372;-0.003288;-0.004705;0.00169;-62.47;8.20;136.86;38.66;131.29;0.004372;0.005984;-0.001612;-23.593;-22.230;-99.990;0.23;160.24;
2024-04-08 21:14:37.14;0.03:48:13:103;-0.55;-0.79;0.28;0.004373;-0.003286;-0.004707;0.001689;-62.46;8.20;136.84;38.62;131.28;0.004373;0.005984;-0.001611;-23.592;-22.230;-99.990;0.23;160.26;
2024-04-08 21:14:42.15;0.03:48:18:112;-0.55;-0.79;0.28;0.004371;-0.003289;-0.004707;0.001687;-62.47;8.19;136.92;38.60;131.37;0.004371;0.005985;-0.001614;-23.594;-22.230;-99.990;0.23;160.28;
2024-04-08 21:14:47.15;0.03:48:23:118;-0.55;-0.79;0.28;0.004373;-0.003284;-0.004709;0.001685;-62.44;8.18;136.81;38.53;131.27;0.004373;0.005983;-0.00161;-23.592;-22.231;-99.990;0.23;160.31;
2024-04-08 21:14:52.16;0.03:48:28:123;-0.55;-0.79;0.28;0.004375;-0.003285;-0.004709;0.001685;-62.45;8.18;136.78;38.51;131.25;0.004375;0.005984;-0.001609;-23.591;-22.230;-99.990;0.23;160.31;
2024-04-08 21:14:57.16;0.03:48:33:124;-0.55;-0.79;0.28;0.004372;-0.003287;-0.004709;0.001685;-62.46;8.18;136.90;38.55;131.36;0.004372;0.005985;-0.001613;-23.593;-22.229;-99.990;0.23;160.31;
2024-04-08 21:15:02.16;0.03:48:38:129;-0.55;-0.79;0.28;0.004372;-0.003288;-0.004706;0.001684;-62.47;8.18;136.87;38.53;131.33;0.004372;0.005983;-0.001612;-23.594;-22.231;-99.990;0.23;160.31;
2024-04-08 21:15:07.16;0.03:48:43:126;-0.55;-0.79;0.28;0.004375;-0.003284;-0.004708;0.001683;-62.45;8.17;136.73;38.46;131.21;0.004375;0.005981;-0.001607;-23.590;-22.232;-99.990;0.23;160.33;
2024-04-08 21:15:12.17;0.03:48:48:135;-0.55;-0.79;0.28;0.004374;-0.003284;-0.004711;0.001682;-62.44;8.16;136.80;38.45;131.29;0.004374;0.005984;-0.00161;-23.591;-22.230;-99.990;0.23;160.35;
2024-04-08 21:15:17.17;0.03:48:53:136;-0.55;-0.79;0.28;0.004375;-0.003282;-0.004715;0.001684;-62.42;8.17;136.84;38.50;131.31;0.004375;0.005986;-0.001612;-23.590;-22.228;-99.990;0.23;160.34;
2024-04-08 21:15:22.17;0.03:48:58:137;-0.55;-0.79;0.28;0.004373;-0.003283;-0.004712;0.001682;-62.43;8.16;136.83;38.47;131.32;0.004373;0.005984;-0.001611;-23.592;-22.230;-99.990;0.23;160.35;
2024-04-08 21:15:27.17;0.03:49:03:133;-0.55;-0.79;0.28;0.004372;-0.003286;-0.004711;0.001682;-62.45;8.16;136.88;38.48;131.36;0.004372;0.005985;-0.001612;-23.593;-22.230;-99.990;0.23;160.35;
2024-04-08 21:15:32.18;0.03:49:08:144;-0.55;-0.79;0.28;0.004373;-0.003283;-0.004711;0.001683;-62.44;8.17;136.82;38.49;131.30;0.004373;0.005984;-0.00161;-23.592;-22.230;-99.990;0.23;160.34;
2024-04-08 21:15:37.19;0.03:49:13:154;-0.55;-0.79;0.28;0.004372;-0.003281;-0.004711;0.00168;-62.43;8.16;136.80;38.42;131.30;0.004372;0.005982;-0.001609;-23.593;-22.232;-99.990;0.23;160.37;
2024-04-08 21:15:42.19;0.03:49:18:150;-0.55;-0.79;0.28;0.004372;-0.003283;-0.00471;0.001682;-62.44;8.16;136.86;38.47;131.34;0.004372;0.005983;-0.001611;-23.593;-22.231;-99.990;0.23;160.35;
2024-04-08 21:15:47.20;0.03:49:23:160;-0.55;-0.79;0.28;0.004375;-0.003279;-0.00471;0.001681;-62.42;8.16;136.70;38.43;131.18;0.004375;0.00598;-0.001605;-23.590;-22.233;-99.990;0.23;160.36;
2024-04-08 21:15:52.20;0.03:49:28:166;-0.55;-0.79;0.28;0.004373;-0.00328;-0.004708;0.001684;-62.43;8.18;136.76;38.52;131.23;0.004373;0.00598;-0.001607;-23.593;-22.233;-99.990;0.23;160.32;
2024-04-08 21:15:57.21;0.03:49:33:178;-0.55;-0.79;0.28;0.004376;-0.003279;-0.004711;0.001684;-62.42;8.17;136.70;38.48;131.17;0.004376;0.005981;-0.001606;-23.590;-22.232;-99.990;0.23;160.33;
2024-04-08 21:16:02.22;0.03:49:38:181;-0.55;-0.79;0.28;0.004371;-0.003283;-0.004708;0.00168;-62.44;8.16;136.83;38.45;131.31;0.004371;0.00598;-0.00161;-23.595;-22.233;-99.990;0.23;160.36;
2024-04-08 21:16:07.22;0.03:49:43:180;-0.55;-0.79;0.28;0.004372;-0.003282;-0.004709;0.00168;-62.44;8.16;136.79;38.42;131.28;0.004372;0.005981;-0.001609;-23.593;-22.232;-99.990;0.23;160.37;
2024-04-08 21:16:12.21;0.03:49:48:178;-0.55;-0.79;0.28;0.004375;-0.003277;-0.004708;0.001681;-62.42;8.17;136.64;38.42;131.13;0.004375;0.005978;-0.001603;-23.591;-22.235;-99.990;0.23;160.35;
2024-04-08 21:16:17.22;0.03:49:53:180;-0.55;-0.79;0.28;0.004373;-0.003278;-0.004711;0.001677;-62.41;8.15;136.71;38.35;131.22;0.004373;0.005979;-0.001605;-23.592;-22.234;-99.990;0.23;160.40;
2024-04-08 21:16:22.22;0.03:49:58:184;-0.55;-0.79;0.28;0.004371;-0.003278;-0.00471;0.001677;-62.42;8.14;136.76;38.35;131.27;0.004371;0.005978;-0.001607;-23.594;-22.234;-99.990;0.23;160.41;
2024-04-08 21:16:27.22;0.03:50:03:186;-0.55;-0.79;0.28;0.004373;-0.003277;-0.00471;0.001676;-62.41;8.14;136.70;38.32;131.22;0.004373;0.005978;-0.001605;-23.592;-22.235;-99.990;0.23;160.42;
2024-04-08 21:16:32.22;0.03:50:08:183;-0.55;-0.79;0.28;0.004374;-0.003275;-0.004713;0.001677;-62.40;8.14;136.72;38.34;131.23;0.004374;0.00598;-0.001606;-23.592;-22.233;-99.990;0.23;160.41;
2024-04-08 21:16:37.23;0.03:50:13:190;-0.55;-0.79;0.28;0.004374;-0.003269;-0.004716;0.001675;-62.36;8.14;136.67;38.29;131.20;0.004374;0.005978;-0.001604;-23.591;-22.234;-99.990;0.23;160.45;
2024-04-08 21:16:42.22;0.03:50:18:187;-0.55;-0.79;0.28;0.004372;-0.003274;-0.00471;0.001676;-62.40;8.14;136.69;38.34;131.21;0.004372;0.005976;-0.001604;-23.594;-22.236;-99.990;0.23;160.41;
2024-04-08 21:16:47.23;0.03:50:23:198;-0.55;-0.79;0.28;0.004371;-0.003277;-0.004709;0.001674;-62.42;8.13;136.73;38.29;131.26;0.004371;0.005976;-0.001605;-23.595;-22.236;-99.990;0.23;160.43;
2024-04-08 21:16:52.24;0.03:50:28:200;-0.55;-0.79;0.28;0.00437;-0.003276;-0.004703;0.001677;-62.43;8.16;136.66;38.38;131.16;0.00437;0.005972;-0.001602;-23.595;-22.239;-99.990;0.23;160.37;
2024-04-08 21:16:57.25;0.03:50:33:209;-0.55;-0.79;0.28;0.00437;-0.003277;-0.004705;0.001679;-62.43;8.16;136.72;38.43;131.21;0.00437;0.005975;-0.001605;-23.595;-22.237;-99.990;0.23;160.36;
2024-04-08 21:17:02.25;0.03:50:38:213;-0.55;-0.79;0.27;0.004371;-0.003274;-0.004704;0.001631;-62.42;7.94;136.33;37.33;131.12;0.004371;0.005959;-0.001588;-23.594;-22.248;-99.990;0.23;160.87;
2024-04-08 21:17:07.25;0.03:50:43:215;-0.55;-0.80;0.26;0.004377;-0.003251;-0.004723;0.001541;-62.27;7.52;135.65;35.21;131.00;0.004377;0.005937;-0.00156;-23.588;-22.264;-99.990;0.23;161.93;
2024-04-08 21:17:12.25;0.03:50:48:215;-0.55;-0.79;0.27;0.004373;-0.003264;-0.004712;0.001581;-62.35;7.71;135.97;36.16;131.07;0.004373;0.005947;-0.001573;-23.592;-22.257;-99.990;0.23;161.45;
2024-04-08 21:17:17.26;0.03:50:53:222;-0.55;-0.79;0.26;0.004376;-0.003257;-0.004718;0.001555;-62.31;7.59;135.75;35.54;131.01;0.004376;0.00594;-0.001564;-23.589;-22.262;-99.990;0.23;161.76;
2024-04-08 21:17:22.26;0.03:50:58:220;-0.55;-0.80;0.26;0.004377;-0.003255;-0.004715;0.00153;-62.31;7.48;135.48;34.96;130.89;0.004377;0.00593;-0.001553;-23.588;-22.269;-99.990;0.23;162.02;
2024-04-08 21:17:27.26;0.03:51:03:228;-0.55;-0.79;0.26;0.004374;-0.003259;-0.004711;0.001537;-62.34;7.51;135.57;35.15;130.94;0.004374;0.005931;-0.001556;-23.591;-22.269;-99.990;0.23;161.92;
2024-04-08 21:17:32.27;0.03:51:08:237;-0.55;-0.80;0.25;0.004378;-0.003249;-0.004712;0.001483;-62.29;7.26;135.06;33.87;130.74;0.004378;0.005913;-0.001535;-23.587;-22.282;-99.990;0.23;162.53;
2024-04-08 21:17:37.28;0.03:51:13:245;-0.55;-0.80;0.25;0.00438;-0.003244;-0.004724;0.001463;-62.24;7.16;135.02;33.39;130.83;0.00438;0.005914;-0.001534;-23.585;-22.281;-99.990;0.23;162.80;
2024-04-08 21:17:42.29;0.03:51:18:252;-0.55;-0.80;0.25;0.004384;-0.003238;-0.004735;0.001506;-62.18;7.36;135.28;34.36;130.85;0.004384;0.005931;-0.001547;-23.581;-22.269;-99.990;0.23;162.35;
2024-04-08 21:17:47.29;0.03:51:23:252;-0.53;-0.75;0.39;0.004377;-0.003254;-0.00456;0.002391;-62.76;11.56;139.17;54.63;128.00;0.004377;0.006091;-0.001715;-23.589;-22.153;-99.990;0.23;152.33;
2024-04-08 21:17:52.28;0.03:51:28:249;-0.54;-0.79;0.29;0.004373;-0.003264;-0.004724;0.001745;-62.32;8.45;137.23;39.90;131.30;0.004373;0.006001;-0.001628;-23.592;-22.217;-99.990;0.23;159.73;
2024-04-08 21:17:57.28;0.03:51:33:245;-0.54;-0.79;0.29;0.004377;-0.003262;-0.004717;0.001752;-62.33;8.49;137.02;40.03;131.04;0.004377;0.005997;-0.00162;-23.588;-22.221;-99.990;0.23;159.62;
2024-04-08 21:18:02.28;0.03:51:38:245;-0.54;-0.80;0.27;0.00438;-0.003247;-0.004739;0.001585;-62.21;7.71;136.08;36.20;131.17;0.00438;0.00596;-0.00158;-23.586;-22.248;-99.990;0.23;161.50;
2024-04-08 21:18:07.28;0.03:51:43:242;-0.55;-0.77;0.33;0.004363;-0.003301;-0.00464;0.001989;-62.72;9.63;138.24;45.58;130.51;0.004363;0.006032;-0.001669;-23.602;-22.196;-99.990;0.23;156.80;
2024-04-08 21:18:12.27;0.03:51:48:238;-0.50;-0.68;0.54;0.004457;-0.003034;-0.004073;0.003216;-63.34;16.17;134.89;72.17;113.96;0.004457;0.006012;-0.001555;-23.510;-22.210;-99.990;0.25;141.70;
2024-04-08 21:18:17.28;0.03:51:53:240;-0.54;-0.72;0.44;0.004388;-0.003248;-0.004367;0.002668;-63.32;13.06;138.13;60.81;124.03;0.004388;0.006061;-0.001673;-23.577;-22.174;-99.990;0.23;148.57;
2024-04-08 21:18:22.28;0.03:51:58:246;-0.53;-0.70;0.48;0.004399;-0.003218;-0.00421;0.002877;-63.70;14.25;137.08;65.40;120.47;0.004399;0.006029;-0.001631;-23.567;-22.197;-99.990;0.23;145.65;
2024-04-08 21:18:27.29;0.03:52:03:255;-0.55;-0.77;0.32;0.004359;-0.00331;-0.004643;0.001927;-62.74;9.34;138.07;44.21;130.81;0.004359;0.006018;-0.00166;-23.606;-22.205;-99.990;0.23;157.46;
2024-04-08 21:18:32.30;0.03:52:08:262;-0.55;-0.78;0.30;0.004367;-0.00329;-0.004685;0.001785;-62.54;8.66;137.29;40.86;131.07;0.004367;0.005996;-0.001629;-23.598;-22.221;-99.990;0.23;159.15;
2024-04-08 21:18:37.31;0.03:52:13:273;-0.55;-0.78;0.30;0.004368;-0.003283;-0.004683;0.001781;-62.52;8.65;137.15;40.77;130.95;0.004368;0.00599;-0.001623;-23.598;-22.226;-99.990;0.23;159.18;
2024-04-08 21:18:42.31;0.03:52:18:271;-0.55;-0.78;0.30;0.004368;-0.003283;-0.004686;0.001772;-62.50;8.60;137.14;40.57;131.00;0.004368;0.00599;-0.001622;-23.598;-22.226;-99.990;0.23;159.29;
2024-04-08 21:18:47.31;0.03:52:23:278;-0.55;-0.78;0.30;0.004368;-0.003285;-0.004688;0.001772;-62.51;8.60;137.19;40.56;131.06;0.004368;0.005992;-0.001624;-23.597;-22.224;-99.990;0.23;159.30;
2024-04-08 21:18:52.31;0.03:52:28:277;-0.55;-0.78;0.30;0.004367;-0.003284;-0.004685;0.001773;-62.51;8.61;137.15;40.61;131.00;0.004367;0.00599;-0.001622;-23.598;-22.226;-99.990;0.23;159.27;
2024-04-08 21:18:57.31;0.03:52:33:279;-0.55;-0.78;0.30;0.004367;-0.003282;-0.004688;0.001772;-62.50;8.60;137.16;40.57;131.02;0.004367;0.00599;-0.001623;-23.598;-22.226;-99.990;0.23;159.30;
2024-04-08 21:19:02.31;0.03:52:38:277;-0.55;-0.79;0.28;0.004369;-0.003274;-0.004697;0.001699;-62.44;8.26;136.71;38.89;131.07;0.004369;0.005973;-0.001604;-23.596;-22.238;-99.990;0.23;160.12;
2024-04-08 21:19:07.31;0.03:52:43:277;-0.55;-0.78;0.29;0.004367;-0.003277;-0.004691;0.001727;-62.47;8.40;136.88;39.55;131.05;0.004367;0.005977;-0.001611;-23.598;-22.235;-99.990;0.23;159.79;
2024-04-08 21:19:12.31;0.03:52:48:275;-0.55;-0.77;0.33;0.004364;-0.003295;-0.00464;0.001991;-62.69;9.64;138.17;45.63;130.42;0.004364;0.006029;-0.001666;-23.602;-22.197;-99.990;0.23;156.78;
2024-04-08 21:19:17.32;0.03:52:53:283;-0.55;-0.78;0.29;0.004365;-0.003287;-0.004676;0.001735;-62.55;8.44;136.87;39.76;130.96;0.004365;0.005974;-0.001609;-23.600;-22.237;-99.990;0.22;159.64;
2024-04-08 21:19:22.33;0.03:52:58:294;-0.55;-0.79;0.26;0.004376;-0.003261;-0.004692;0.001533;-62.40;7.51;135.19;35.04;130.57;0.004376;0.005916;-0.00154;-23.589;-22.280;-99.990;0.22;161.90;
2024-04-08 21:19:27.33;0.03:53:03:290;-0.55;-0.79;0.27;0.004368;-0.003277;-0.004685;0.001629;-62.49;7.95;136.12;37.29;130.92;0.004368;0.005945;-0.001578;-23.598;-22.258;-99.990;0.22;160.83;
2024-04-08 21:19:32.34;0.03:53:08:300;-0.55;-0.79;0.27;0.004368;-0.003278;-0.004683;0.00163;-62.49;7.96;136.07;37.31;130.85;0.004368;0.005944;-0.001576;-23.597;-22.259;-99.990;0.22;160.81;
2024-04-08 21:19:37.34;0.03:53:13:308;-0.55;-0.79;0.27;0.004369;-0.003275;-0.004685;0.001634;-62.47;7.97;136.06;37.39;130.83;0.004369;0.005945;-0.001576;-23.596;-22.258;-99.990;0.22;160.78;
2024-04-08 21:19:42.34;0.03:53:18:308;-0.55;-0.79;0.27;0.004368;-0.003278;-0.004685;0.001635;-62.49;7.98;136.15;37.43;130.91;0.004368;0.005947;-0.001579;-23.597;-22.257;-99.990;0.22;160.76;
2024-04-08 21:19:47.34;0.03:53:23:306;-0.55;-0.79;0.27;0.004368;-0.003278;-0.004688;0.001634;-62.48;7.97;136.19;37.40;130.95;0.004368;0.005949;-0.001581;-23.597;-22.256;-99.990;0.22;160.79;
2024-04-08 21:19:52.35;0.03:53:28:314;-0.55;-0.79;0.27;0.00437;-0.003277;-0.004687;0.001634;-62.48;7.97;136.11;37.39;130.87;0.00437;0.005948;-0.001578;-23.595;-22.256;-99.990;0.22;160.78;
